X.1,X,ID,Duration_in_seconds,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Q26_First_Click,Q26_Last_Click,Q26_Page_Submit,Q26_Click_Count,Briefing_Message,Course_Code,Course_Ratings_Learning_Community,Course_Ratings_Findings,Course_Ratings_Resources,Course_Ratings_Relevant_Assessment,Course_Ratings_Quality,Best_Course_Features,Course_Improvements,Instructor_Ratings_Participation,Instructor_Ratings_Feedback,Instructor_Ratings_Overall,BF,IM,Student_Gender.Female.,Student_Gender.Male,Student_Gender.Unknown,Student_Gender.NA,International,Year,WAM,Ethnicity.Asian,Ethnicity.Hispanic,Ethnicity.Indigenous,Ethnicity.Other,Ethnicity.Pacific,Ethnicity.Persian,Ethnicity.Unanswered,Ethnicity.White,Group,Staff_ID,SF_Gender.Female,SF_Gender.Male.,SF_Gender.NA,SF_Ethnicity.Asian,SF_Ethnicity.White,SF_Ethnicity.NA,SF_Birthplace_Australia,SF_Parent_Birthplace_Australia,SF_Language_English.Primary,SF_Language_English.Secondary,SF_Language_English.NA,SF_Course_Experience,SF_Teaching_Experience,Message_Time,No_WAM,RE
145,175,175,-0.152422584,1,14:00.0,R_3Jxa7nEXMR3PEid,anonymous,EN,"I agree, start questionnaire",2.452,2.452,29.678,1,I have read the above statement,PSYC1011,-0.842232109,-0.135757368,-0.66564486,-0.793871778,0.139223093,i am intrigued with the content and i feel that the lecturers and tutor members are engaged with what they are teaching ,NA,-0.804717673,NA,6,very engaging lectures that promote the topics contents within real life scenarios ,NA,1,0,0,0,0,1,0.286417875,0,0,0,0,0,0,0,1,1,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,2.819923914,1.170076337,-0.345727664,0,STAFF_030 PSYC1011
146,176,176,-0.152422584,1,14:00.0,R_3Jxa7nEXMR3PEid,anonymous,EN,"I agree, start questionnaire",2.452,2.452,29.678,1,I have read the above statement,PSYC1011,-0.842232109,-0.135757368,-0.66564486,-0.793871778,0.139223093,i am intrigued with the content and i feel that the lecturers and tutor members are engaged with what they are teaching ,NA,-0.804717673,NA,5,NA,NA,1,0,0,0,0,1,0.286417875,0,0,0,0,0,0,0,1,1,STAFF_034,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,0.49949428,-0.345727664,0,STAFF_034 PSYC1011
147,177,177,-0.163603451,1,42:00.0,R_3k0rtJOYTzZZVuX,anonymous,EN,"""I agree, start questionnaire""",2.894000053,2.894000053,6.100999832,1,I have read the above statement,CLIM1001,0.720237486,-2.918783413,1.088525125,0.104024578,0.139223093,,,0.96817595,0.021035026,5,,,1,0,0,0,0,4,0.328993505,1,0,0,0,0,0,0,0,1,STAFF_014,0,1,0,0,1,0,No,No,1,0,0,0.626310956,-0.36268265,-0.345727664,0,STAFF_014 CLIM1001
148,178,178,-0.171611368,1,43:00.0,R_3k6NzJDU7ExRrOQ,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,-1.623466907,-2.223026902,-1.542729853,-0.793871778,-2.559563014,the lectures are amazing and super interesting,making the lab classes feel moe realistic- maybe provide a video tutorial of the lab activities that could have happened if we had in person classes,0.96817595,0.950082003,6,,,1,0,0,0,0,2,0.116115355,1,0,0,0,0,0,0,0,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
149,179,179,-0.171611368,1,43:00.0,R_3k6NzJDU7ExRrOQ,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,-1.623466907,-2.223026902,-1.542729853,-0.793871778,-2.559563014,the lectures are amazing and super interesting,making the lab classes feel moe realistic- maybe provide a video tutorial of the lab activities that could have happened if we had in person classes,0.96817595,0.950082003,6,"""very interesting lectures,  very kind""",nothing.  Anne is amazing. ,1,0,0,0,0,2,0.116115355,1,0,0,0,0,0,0,0,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
150,181,181,-0.126434625,1,27:00.0,R_3kbxSWpht4gQ98o,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,1.255755655,1.088525125,0.104024578,1.038818462,Very organised and easy to navigate. Anne is such a good help to all students and we can't thank her enough.,"""Some parts of the assignment seem a bit irrelevant (peer review for example). Some slides are not organised in terms of learning outcomes, but that is a minor issue and is more of a quality of life issue.""",0.96817595,0.950082003,6,Very organised and always willing to help out every student. Provides detailed responses.,Communicating more with lab demonstators when it comes to the report,0,1,0,0,0,2,0.541871656,0,0,0,0,0,0,0,1,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
151,182,182,-0.087603778,1,42:00.0,R_3KIOrs787zyJwnh,anonymous,EN,"""I agree, start questionnaire""",1.799999952,5.683000088,6.583000183,6,I have read the above statement,BIOC2101,0.720237486,0.559999143,1.088525125,1.001920934,1.038818462,The teaching is great and the  integration of the practicals and lectures Is really well thought out. ,The integration of the lectures given by the different lecturers could be better as some of the content is repeated. ,0.96817595,0.950082003,6,Her engagement with the students and ability to communicate effectively with the cohort. ,I have no comment. ,0,1,0,0,0,2,0.839901066,0,0,0,0,0,0,0,1,1,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,0.218122956,0,STAFF_029 BIOC2101
152,183,183,-0.087603778,1,42:00.0,R_3KIOrs787zyJwnh,anonymous,EN,"""I agree, start questionnaire""",1.799999952,5.683000088,6.583000183,6,I have read the above statement,BIOC2101,0.720237486,0.559999143,1.088525125,1.001920934,1.038818462,The teaching is great and the  integration of the practicals and lectures Is really well thought out. ,The integration of the lectures given by the different lecturers could be better as some of the content is repeated. ,0.081729139,0.021035026,5,Explanation of concepts ,I have no comments ,0,1,0,0,0,2,0.839901066,0,0,0,0,0,0,0,1,1,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,0.218122956,0,STAFF_04 BIOC2101
153,184,184,-0.178863822,1,30:00.0,R_3KU7NyfTKxLEeoU,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH2018,-1.623466907,-0.135757368,-0.66564486,-0.793871778,-1.659967645,NA,NA,-0.804717673,-2.766105904,2,NA,NA,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,STAFF_03,1,0,0,1,0,0,No,No,0,1,0,-0.171366484,-0.266885214,0,1,STAFF_03 MATH2018
154,188,188,-0.184605348,1,48:00.0,R_3Kw6PGnsYX5RDZS,anonymous,EN,"I agree, start questionnaire",0.579,5.201,5.685,8,I have read the above statement,PSYC1029,-0.060997312,-0.135757368,1.088525125,0.104024578,1.038818462,NA,NA,0.081729139,-1.837058927,6,NA,NA,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,STAFF_025,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-0.171087777,0.325433159,1,STAFF_025 PSYC1029
155,189,189,-0.184605348,1,48:00.0,R_3Kw6PGnsYX5RDZS,anonymous,EN,"I agree, start questionnaire",0.579,5.201,5.685,8,I have read the above statement,PSYC1029,-0.060997312,-0.135757368,1.088525125,0.104024578,1.038818462,NA,NA,0.96817595,0.021035026,6,NA,NA,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,-0.769624563,1.170076337,0.325433159,1,STAFF_030 PSYC1029
156,190,190,-0.103770706,1,35:00.0,R_3L5qWEwLJggVu4t,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,0.559999143,0.211440132,-0.793871778,1.038818462,ANNE!!!! ,structure of the report,0.96817595,0.950082003,6,her ability and desire to help students at every possibility,,1,0,0,0,0,2,0.371569135,0,0,0,0,0,0,0,1,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
157,192,192,-0.149702914,1,59:00.0,R_3LcKkJi4bsnoCid,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,1.255755655,0.211440132,0.104024578,1.038818462,"""Anne provides a lot of help to the students and she is always willing to answer questions and provide feedback to her students, so I always feel supported throughout this course.""","""After the assessment quizzes, it would be nice to go through the most common questions that students answer incorrectly just to learn from our mistakes.""",0.081729139,0.021035026,5,,,1,0,0,0,0,2,0.456720395,1,0,0,0,0,0,0,0,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
158,193,193,-0.149702914,1,59:00.0,R_3LcKkJi4bsnoCid,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,1.255755655,0.211440132,0.104024578,1.038818462,"""Anne provides a lot of help to the students and she is always willing to answer questions and provide feedback to her students, so I always feel supported throughout this course.""","""After the assessment quizzes, it would be nice to go through the most common questions that students answer incorrectly just to learn from our mistakes.""",0.96817595,0.950082003,6,She is always present to answer questions.,,1,0,0,0,0,2,0.456720395,1,0,0,0,0,0,0,0,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
159,194,194,-0.179014915,1,05:00.0,R_3lK5Me1ZBkdc9KT,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1131,0.720237486,0.559999143,0.211440132,0.104024578,0.139223093,NA,NA,0.96817595,0.950082003,6,NA,NA,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,STAFF_020,0,1,0,0,1,0,Yes,No,1,0,0,-0.570205203,-0.458480087,0,1,STAFF_020 MATH1131
160,195,195,-0.179014915,1,05:00.0,R_3lK5Me1ZBkdc9KT,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1131,0.720237486,0.559999143,0.211440132,0.104024578,0.139223093,NA,NA,0.96817595,0.950082003,6,NA,NA,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,STAFF_032,0,1,0,0,1,0,Yes,Yes - Both,1,0,0,-0.370785843,-1.033264707,0,1,STAFF_032 MATH1131
161,198,198,-0.162394708,1,06:00.0,R_3m1TK3V31cUpYcF,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC1023,0.720237486,0.559999143,1.088525125,1.001920934,1.038818462,,,0.081729139,0.950082003,6,"""Enthusiastic attitude, care for students learning""",,0,1,0,0,0,1,-2.991905641,0,0,0,0,0,0,0,1,0,STAFF_027,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.171366484,-0.266885214,-0.345727664,0,STAFF_027 PSYC1023
162,199,199,-0.136406749,1,16:00.0,R_3ml7oAOJfSF3FOk,anonymous,EN,"I agree, start questionnaire",33.005,34.067,34.948,2,I have read the above statement,MATH1081,0.720237486,-0.135757368,-1.542729853,0.104024578,0.139223093,It makes you think in a very unique perspective. Some concepts that sound so abstract and weird are so intriguing and actually finding a purpose to such concepts is really interesting.,Recorded lectures for topics 3 and 4. They were very messed up and didn’t cover all topics. The explanation was also not clear and was very hard to understand. ,0.081729139,-0.908011951,5,"He explains concepts very simply, which makes it very easy to understand such confusing concepts. ",-,1,0,0,0,0,1,-0.394792206,1,0,0,0,0,0,0,0,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,-0.191514597,0,STAFF_08 MATH1081
163,200,200,-0.187476111,1,40:00.0,R_3MngXvUa5T4Eek5,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1160,0.720237486,0.559999143,1.088525125,1.001920934,1.038818462,NA,NA,0.96817595,0.950082003,6,NA,NA,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,STAFF_05,0,1,0,0,1,0,No,No,1,0,0,-1.168463283,-1.033264707,0,1,STAFF_05 PHYS1160
164,201,201,-0.108605676,1,03:00.0,R_3NE9cx6GwMXkKte,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1081,-0.060997312,1.255755655,0.211440132,-0.793871778,0.139223093,"The content is super interesting, there are lots of resources and the tutors and lecturers are very distinct and clear with their explanations - they make me excited to learn!",Lecture summaries - only put key forumla on this sheet,0.96817595,0.950082003,6,I love his explanations!!! He makes me passionate about discrete and want to learn more mathematics.,Summarise at the end and beginning of lessons maybe?,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,0,1,STAFF_08 MATH1081
165,202,202,-0.17765508,1,58:00.0,R_3NPsThK9TsEjY3L,anonymous,EN,"""I agree, start questionnaire""",2.934000015,2.934000015,9.454999924,1,I have read the above statement,MATH1241,-0.060997312,-0.135757368,0.211440132,0.104024578,0.139223093,The lecturer is great,,0.081729139,0.021035026,5,,,1,0,0,0,0,1,-2.991905641,1,0,0,0,0,0,0,0,1,STAFF_01,0,1,0,0,1,0,No,No,0,1,0,-0.969043923,0.595291717,-0.345727664,0,STAFF_01 MATH1241
166,203,203,-0.17765508,1,58:00.0,R_3NPsThK9TsEjY3L,anonymous,EN,"""I agree, start questionnaire""",2.934000015,2.934000015,9.454999924,1,I have read the above statement,MATH1241,-0.060997312,-0.135757368,0.211440132,0.104024578,0.139223093,The lecturer is great,,0.081729139,0.021035026,5,,,1,0,0,0,0,1,-2.991905641,1,0,0,0,0,0,0,0,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,2.319645578,-0.345727664,0,STAFF_08 MATH1241
167,204,204,-0.069170458,1,23:00.0,R_3O7ZkFY23yfeloQ,anonymous,EN,"""I agree, start questionnaire""",69.84799957,69.84799957,71.07499695,1,I have read the above statement,MATH1241,0.720237486,-0.135757368,0.211440132,0.104024578,1.038818462,"""The maple TA tutorials, as they help cement my understanding.""",I can think of no improvements.,0.081729139,0.021035026,5,He always looks at the chat feature of Blackboard Collaborate to see if any students are asking questions and promptly explains.,Finishing some examples that he has started.,1,0,0,0,0,1,-0.011611535,0,0,0,0,0,0,0,1,1,STAFF_01,0,1,0,0,1,0,No,No,0,1,0,-0.969043923,0.595291717,-0.345727664,0,STAFF_01 MATH1241
168,205,205,-0.069170458,1,23:00.0,R_3O7ZkFY23yfeloQ,anonymous,EN,"""I agree, start questionnaire""",69.84799957,69.84799957,71.07499695,1,I have read the above statement,MATH1241,0.720237486,-0.135757368,0.211440132,0.104024578,1.038818462,"""The maple TA tutorials, as they help cement my understanding.""",I can think of no improvements.,0.081729139,0.021035026,6,"""His clear explanations of concepts, his in-depth notes and his many examples.""",Going through his written examples a bit slower and keeping the example on-screen for longer.,1,0,0,0,0,1,-0.011611535,0,0,0,0,0,0,0,1,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,2.319645578,-0.345727664,0,STAFF_08 MATH1241
169,206,206,-0.164207822,1,47:00.0,R_3oH4eaDk526LXdb,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,The lecturer is so extremely understanding with us and there has been open communication about how the students feel and ways to improve the course throughout the term!,,0.96817595,0.950082003,6,She takes into consideration student feedback and is really in depth with her explaining of all concepts!,,1,0,0,0,0,2,-0.096762796,0,0,0,0,0,1,0,0,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
170,207,207,-0.164207822,1,47:00.0,R_3oH4eaDk526LXdb,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,The lecturer is so extremely understanding with us and there has been open communication about how the students feel and ways to improve the course throughout the term!,,0.96817595,0.950082003,6,Sheâ€™s thorough and explains everything really nicely!!,,1,0,0,0,0,2,-0.096762796,0,0,0,0,0,1,0,0,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
171,208,208,-0.123866047,1,08:00.0,R_3p3IPF243WXSlZ0,anonymous,EN,"""I agree, start questionnaire""",0.882000029,25.8029995,26.41300011,9,I have read the above statement,MATH2801,0.720237486,1.255755655,0.211440132,0.104024578,0.139223093,"""Interesting content, good lecturer""",more examples,0.081729139,0.950082003,6,"""Knowledge, good humour and nature""",Reviewing lecture material for errors ,0,1,0,0,0,3,0.499296026,1,0,0,0,0,0,0,0,1,STAFF_017,0,1,0,0,1,0,No,No,1,0,0,-0.969043923,-0.937467271,3.273051761,0,STAFF_017 MATH2801
172,209,209,-0.094705139,1,27:00.0,R_3p4LXnTa8Z7cxcp,anonymous,EN,"I agree, start questionnaire",7.729,7.729,9.925,1,I have read the above statement,PSYC1029,0.720237486,0.559999143,1.088525125,1.001920934,1.038818462,"Out of all online courses that I've enrolled and completed, this course is one of the most organised courses ever - in terms of resources, structure and announcements. Educational resources are grouped very clearly, it is easy to understand what content we need to focus on each week and what's coming up. The slides are also released at the start of the week, giving us enough time to study and go through material during the week before we complete the quiz and discussion question.
It makes the course much more manageable and enjoyable to complete.
Multiple lecturers also gives us the opportunity from learn from various professionals.
All online courses should adopt a similar structure, because it allows the student to study to their fullest potential.","More info on lecture slides, so that when we review lectures, we don't HAVE to listen to the recording. Other than that, this course is great.",0.96817595,0.950082003,6,Multiple lecturers mean we can benefit from the knowledge of professionals with various experiences.,continuing to do what they're doing!,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,STAFF_025,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-0.171087777,-0.345727664,1,STAFF_025 PSYC1029
173,210,210,-0.094705139,1,27:00.0,R_3p4LXnTa8Z7cxcp,anonymous,EN,"I agree, start questionnaire",7.729,7.729,9.925,1,I have read the above statement,PSYC1029,0.720237486,0.559999143,1.088525125,1.001920934,1.038818462,"Out of all online courses that I've enrolled and completed, this course is one of the most organised courses ever - in terms of resources, structure and announcements. Educational resources are grouped very clearly, it is easy to understand what content we need to focus on each week and what's coming up. The slides are also released at the start of the week, giving us enough time to study and go through material during the week before we complete the quiz and discussion question.
It makes the course much more manageable and enjoyable to complete.
Multiple lecturers also gives us the opportunity from learn from various professionals.
All online courses should adopt a similar structure, because it allows the student to study to their fullest potential.","More info on lecture slides, so that when we review lectures, we don't HAVE to listen to the recording. Other than that, this course is great.",0.96817595,0.950082003,6,Same as previous,Same as previous,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,-0.769624563,1.170076337,-0.345727664,1,STAFF_030 PSYC1029
174,211,211,-0.094856232,1,01:00.0,R_3P7ulEszrRCWMT1,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC1023,0.720237486,0.559999143,-1.542729853,-4.385457201,-0.760372276,I love the lectures they are extremely helpful as well as creative,The textbook is overwhelming to read at times and I would love more of the information to be portrayed within a lecture instead,0.96817595,0.950082003,4,The hard work put into making the lectures along with subtitles and a transcript. Great feedback is given when a question is raised! I also love how the custom textbook included a lot of information on how to write a psychology essay! ,Less dependence on course material from the textbook would make the course more enjoyable ,1,0,0,0,0,1,0.414144765,1,0,0,0,0,0,0,0,0,STAFF_027,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.171366484,-0.266885214,-0.345727664,0,STAFF_027 PSYC1023
175,212,212,-0.069321551,1,03:00.0,R_3PhnLihG4oHImA0,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1011,-0.842232109,-0.135757368,-0.66564486,1.001920934,0.139223093,the content,"some of the online lectures are dry, they could be more engaging ",-1.691164484,-1.837058927,2,the content he delivers,his lectures are boring. He could show his face and try to incorporate some videos or engaging pictures in his slides. He also speaks really slowly ,1,0,0,0,0,1,0.669598546,0,0,0,0,0,0,0,1,0,STAFF_012,0,1,0,0,1,0,Yes,Yes - One,1,0,0,0.227472236,0.21210197,0,0,STAFF_012 PSYC1011
176,213,213,-0.069321551,1,03:00.0,R_3PhnLihG4oHImA0,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1011,-0.842232109,-0.135757368,-0.66564486,1.001920934,0.139223093,the content,"some of the online lectures are dry, they could be more engaging ",0.96817595,0.021035026,6,"His online lectures are SO engaging, I felt inspired by them. Fantastic delivery of course content on all fronts. ",n/a,1,0,0,0,0,1,0.669598546,0,0,0,0,0,0,0,1,0,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,2.819923914,1.170076337,0,0,STAFF_030 PSYC1011
177,214,214,-0.069321551,1,03:00.0,R_3PhnLihG4oHImA0,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1011,-0.842232109,-0.135757368,-0.66564486,1.001920934,0.139223093,the content,"some of the online lectures are dry, they could be more engaging ",0.081729139,0.950082003,6,"He engages students in online twitter questions open for 24hours from the lecture time to encourage fast revision of notes (love this), his lecture slides are great and make revision very easy, he provides links to interesting resources for optional further investigation, which I love. I found psychobiology more challenging than the other topics and he moved at a good pace and was very quick to clarify student questions and addressed them in his lecture for the benefit of everyone. Five stars from me!",na,1,0,0,0,0,1,0.669598546,0,0,0,0,0,0,0,1,0,STAFF_034,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,0.49949428,0,0,STAFF_034 PSYC1011
178,215,215,-0.095611696,1,41:00.0,R_3PiD6AcugzrVZAs,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC2081,-0.842232109,0.559999143,1.088525125,0.104024578,0.139223093,The best thing is getting to build my knowledge from the previous year on conditioning.,I have no complaints.,0.081729139,NA,5,Able to answer questions from students.,Not sure if i should include this because it might be really knit picky but the teachers mic seems to be close to her and every time she swallows its really noticeable and its off putting. I realise that this may not bother everyone though.,1,0,0,0,0,2,-2.991905641,0,1,0,0,0,0,0,0,0,STAFF_021,1,0,0,0,1,0,Yes,Yes - One,1,0,0,-0.370785843,-0.36268265,-0.345727664,0,STAFF_021 PSYC2081
179,216,216,-0.095611696,1,41:00.0,R_3PiD6AcugzrVZAs,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC2081,-0.842232109,0.559999143,1.088525125,0.104024578,0.139223093,The best thing is getting to build my knowledge from the previous year on conditioning.,I have no complaints.,0.081729139,0.021035026,5,Explains things very well.,,1,0,0,0,0,2,-2.991905641,0,1,0,0,0,0,0,0,0,STAFF_026,0,1,0,0,1,0,No,No,1,0,0,0.028052876,0.21210197,-0.345727664,0,STAFF_026 PSYC2081
180,217,217,-0.095611696,1,41:00.0,R_3PiD6AcugzrVZAs,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC2081,-0.842232109,0.559999143,1.088525125,0.104024578,0.139223093,The best thing is getting to build my knowledge from the previous year on conditioning.,I have no complaints.,0.081729139,0.021035026,5,,,1,0,0,0,0,2,-2.991905641,0,1,0,0,0,0,0,0,0,STAFF_035,0,1,0,0,1,0,No,No,0,1,0,-0.370785843,0.21210197,-0.345727664,0,STAFF_035 PSYC2081
181,218,218,-0.166927492,1,09:00.0,R_3PLEoVAWCAHVZlf,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,-0.135757368,-0.66564486,1.001920934,1.038818462,It is structured well and is very interesting.,"""It would be nice to see our marked exams, eg our quizzes so that we can see what questions we got wrong and what we need to improve on.""",-0.804717673,-1.837058927,5,,,1,0,0,0,0,2,0.541871656,0,0,0,0,0,0,0,1,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
182,219,219,-0.166927492,1,09:00.0,R_3PLEoVAWCAHVZlf,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,-0.135757368,-0.66564486,1.001920934,1.038818462,It is structured well and is very interesting.,"""It would be nice to see our marked exams, eg our quizzes so that we can see what questions we got wrong and what we need to improve on.""",0.081729139,0.021035026,6,She is good at explaining,,1,0,0,0,0,2,0.541871656,0,0,0,0,0,0,0,1,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
183,220,220,-0.111929717,1,00:00.0,R_3PpZ6lCOJGWphm1,anonymous,EN,"""I agree, start questionnaire""",253.447998,253.447998,254.4160004,1,I have read the above statement,PSYC2081,-0.060997312,-0.831513879,-0.66564486,-0.793871778,-0.760372276,,,-0.804717673,-0.908011951,4,,,1,0,0,0,0,2,0.073539725,0,0,0,0,0,0,0,1,1,STAFF_021,1,0,0,0,1,0,Yes,Yes - One,1,0,0,-0.370785843,-0.36268265,-0.345727664,0,STAFF_021 PSYC2081
184,221,221,-0.111929717,1,00:00.0,R_3PpZ6lCOJGWphm1,anonymous,EN,"""I agree, start questionnaire""",253.447998,253.447998,254.4160004,1,I have read the above statement,PSYC2081,-0.060997312,-0.831513879,-0.66564486,-0.793871778,-0.760372276,,,-0.804717673,-0.908011951,4,,,1,0,0,0,0,2,0.073539725,0,0,0,0,0,0,0,1,1,STAFF_026,0,1,0,0,1,0,No,No,1,0,0,0.028052876,0.21210197,-0.345727664,0,STAFF_026 PSYC2081
185,222,222,-0.111929717,1,00:00.0,R_3PpZ6lCOJGWphm1,anonymous,EN,"""I agree, start questionnaire""",253.447998,253.447998,254.4160004,1,I have read the above statement,PSYC2081,-0.060997312,-0.831513879,-0.66564486,-0.793871778,-0.760372276,,,0.081729139,0.021035026,5,,,1,0,0,0,0,2,0.073539725,0,0,0,0,0,0,0,1,1,STAFF_035,0,1,0,0,1,0,No,No,0,1,0,-0.370785843,0.21210197,-0.345727664,0,STAFF_035 PSYC2081
186,223,223,0.049286288,1,19:00.0,R_3prTZ1yUiaINTCq,anonymous,EN,"I agree, start questionnaire",2.947,2.947,6.696,1,I have read the above statement,PSYC1011,-0.842232109,-0.831513879,-0.66564486,-0.793871778,-0.760372276,NA,NA,-0.804717673,-0.908011951,4,NA,NA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,STAFF_012,0,1,0,0,1,0,Yes,Yes - One,1,0,0,0.227472236,0.21210197,-0.345727664,1,STAFF_012 PSYC1011
187,224,224,0.049286288,1,19:00.0,R_3prTZ1yUiaINTCq,anonymous,EN,"I agree, start questionnaire",2.947,2.947,6.696,1,I have read the above statement,PSYC1011,-0.842232109,-0.831513879,-0.66564486,-0.793871778,-0.760372276,NA,NA,-0.804717673,-0.908011951,4,being contactable and approachable ,additional links or resources,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,2.819923914,1.170076337,-0.345727664,1,STAFF_030 PSYC1011
188,225,225,0.049286288,1,19:00.0,R_3prTZ1yUiaINTCq,anonymous,EN,"I agree, start questionnaire",2.947,2.947,6.696,1,I have read the above statement,PSYC1011,-0.842232109,-0.831513879,-0.66564486,-0.793871778,-0.760372276,NA,NA,-0.804717673,-0.908011951,4,NA,NA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,STAFF_034,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,0.49949428,-0.345727664,1,STAFF_034 PSYC1011
